"N;Date;Time;N [Decimal degrees];E [Decimal degrees];GPS uncertainty [m];h [m];Location provider;D [ÎĽSv/h];Standard deviation;Standard error of the mean value;CF;Number of measured points".
"477;2022-09-09;09:28:22;46.075;14.467;3.79;355.698;gps;0.062;0;0;0;1".
"478;2022-09-09;09:28:24;46.075;14.467;3.79;356.275;gps;0.062;0;0;0;1".
"479;2022-09-09;09:28:24;46.075;14.467;3.79;356.18;gps;0.062;0;0;0;1".
"480;2022-09-09;09:28:25;46.075;14.468;3.79;356.467;gps;0.059;0;0;0;1".
"481;2022-09-09;09:28:26;46.075;14.468;3.79;357.181;gps;0.059;0;0;0;1".
"482;2022-09-09;09:28:27;46.075;14.468;3.79;358.441;gps;0.059;0;0;0;1".
"483;2022-09-09;09:28:28;46.075;14.468;3.79;357.609;gps;0.057;0;0;0;1".
"484;2022-09-09;09:28:29;46.075;14.469;3.79;357.26;gps;0.056;0;0;0;1".
"485;2022-09-09;09:28:30;46.075;14.469;3.79;357.514;gps;0.057;0;0;0;1".
"486;2022-09-09;09:28:31;46.076;14.469;3.79;357.756;gps;0.056;0;0;0;1".
"487;2022-09-09;09:28:32;46.076;14.47;3.79;358.15;gps;0.056;0;0;0;1".
"488;2022-09-09;09:28:33;46.076;14.47;3.79;357.697;gps;0.057;0;0;0;1".
"489;2022-09-09;09:28:34;46.076;14.47;3.79;357.377;gps;0.057;0;0;0;1".
"490;2022-09-09;09:28:35;46.076;14.47;3.79;356.871;gps;0.057;0;0;0;1".
"491;2022-09-09;09:28:36;46.076;14.471;3.79;356.854;gps;0.058;0;0;0;1".
"492;2022-09-09;09:28:37;46.076;14.471;3.79;357.509;gps;0.059;0;0;0;1".
"493;2022-09-09;09:28:38;46.076;14.471;3.79;357.718;gps;0.06;0;0;0;1".
"494;2022-09-09;09:28:39;46.076;14.472;3.79;357.445;gps;0.062;0;0;0;1".
"495;2022-09-09;09:28:40;46.076;14.472;3.79;357.276;gps;0.061;0;0;0;1".
"496;2022-09-09;09:28:41;46.076;14.472;3.79;356.408;gps;0.06;0;0;0;1".
"497;2022-09-09;09:28:42;46.077;14.473;3.79;355.938;gps;0.061;0;0;0;1".
"498;2022-09-09;09:28:43;46.077;14.473;3.79;355.823;gps;0.061;0;0;0;1".
"499;2022-09-09;09:28:44;46.077;14.473;3.79;355.649;gps;0.063;0;0;0;1".
"500;2022-09-09;09:28:45;46.077;14.474;3.79;355.257;gps;0.064;0;0;0;1".
"501;2022-09-09;09:28:46;46.077;14.474;3.79;354.805;gps;0.065;0;0;0;1".
"502;2022-09-09;09:28:47;46.077;14.474;3.79;354.255;gps;0.065;0;0;0;1".
"503;2022-09-09;09:28:48;46.077;14.475;3.79;353.931;gps;0.062;0;0;0;1".
"504;2022-09-09;09:28:49;46.077;14.475;3.79;353.716;gps;0.063;0;0;0;1".
"505;2022-09-09;09:28:50;46.077;14.475;3.79;353.372;gps;0.065;0;0;0;1".
"506;2022-09-09;09:28:51;46.077;14.476;3.79;353.724;gps;0.066;0;0;0;1".
"507;2022-09-09;09:28:52;46.077;14.476;3.79;353.262;gps;0.064;0;0;0;1".
"508;2022-09-09;09:28:53;46.078;14.476;3.79;352.389;gps;0.061;0;0;0;1".
"509;2022-09-09;09:28:54;46.078;14.477;3.79;352.105;gps;0.059;0;0;0;1".
"510;2022-09-09;09:28:55;46.078;14.477;3.79;352.095;gps;0.057;0;0;0;1".
"511;2022-09-09;09:28:56;46.078;14.477;3.79;351.753;gps;0.056;0;0;0;1".
"512;2022-09-09;09:28:57;46.078;14.478;3.79;351.428;gps;0.055;0;0;0;1".
"513;2022-09-09;09:28:58;46.078;14.478;3.79;351.679;gps;0.056;0;0;0;1".
"514;2022-09-09;09:28:59;46.078;14.478;3.79;351.126;gps;0.06;0;0;0;1".
"515;2022-09-09;09:29:00;46.078;14.479;3.79;351.05;gps;0.059;0;0;0;1".
"516;2022-09-09;09:29:01;46.078;14.479;3.79;350.857;gps;0.058;0;0;0;1".
"517;2022-09-09;09:29:02;46.078;14.479;3.79;351.677;gps;0.056;0;0;0;1".
"518;2022-09-09;09:29:03;46.078;14.48;3.79;351.007;gps;0.056;0;0;0;1".
"519;2022-09-09;09:29:04;46.079;14.48;3.79;350.636;gps;0.058;0;0;0;1".
"520;2022-09-09;09:29:05;46.079;14.48;3.79;350.01;gps;0.059;0;0;0;1".
"521;2022-09-09;09:29:06;46.079;14.481;3.79;349.919;gps;0.059;0;0;0;1".
"522;2022-09-09;09:29:07;46.079;14.481;3.79;349.768;gps;0.06;0;0;0;1".
"523;2022-09-09;09:29:08;46.079;14.481;3.867;349.755;gps;0.061;0;0;0;1".
"524;2022-09-09;09:29:09;46.079;14.482;3.79;349.74;gps;0.065;0;0;0;1".
"525;2022-09-09;09:29:10;46.079;14.482;3.79;349.57;gps;0.067;0;0;0;1".
"526;2022-09-09;09:29:11;46.079;14.482;9.935;349.089;gps;0.068;0;0;0;1".
"527;2022-09-09;09:29:12;46.079;14.483;9.935;349.243;gps;0.068;0;0;0;1".
"528;2022-09-09;09:29:13;46.079;14.483;9.935;349.209;gps;0.067;0;0;0;1".
"529;2022-09-09;09:29:14;46.08;14.483;9.935;348.533;gps;0.067;0;0;0;1".
"530;2022-09-09;09:29:15;46.08;14.484;9.935;348.179;gps;0.067;0;0;0;1".
"531;2022-09-09;09:29:16;46.08;14.484;3.79;348.287;gps;0.068;0;0;0;1".
"532;2022-09-09;09:29:17;46.08;14.484;3.79;348.069;gps;0.069;0;0;0;1".
"533;2022-09-09;09:29:18;46.08;14.485;3.79;347.967;gps;0.069;0;0;0;1".
"534;2022-09-09;09:29:19;46.08;14.485;3.79;348.032;gps;0.069;0;0;0;1".
"535;2022-09-09;09:29:20;46.08;14.485;3.79;348.608;gps;0.069;0;0;0;1".
"536;2022-09-09;09:29:21;46.081;14.485;3.79;347.977;gps;0.069;0;0;0;1".
"537;2022-09-09;09:29:22;46.081;14.486;3.79;347.586;gps;0.075;0;0;0;1".
"538;2022-09-09;09:29:23;46.081;14.486;3.79;347.253;gps;0.077;0;0;0;1".
"539;2022-09-09;09:29:24;46.081;14.486;3.79;345.62;gps;0.077;0;0;0;1".
"540;2022-09-09;09:29:25;46.081;14.487;3.79;346.707;gps;0.075;0;0;0;1".
"541;2022-09-09;09:29:26;46.081;14.487;3.79;346.51;gps;0.073;0;0;0;1".
"542;2022-09-09;09:29:27;46.081;14.487;3.79;346.531;gps;0.071;0;0;0;1".
"543;2022-09-09;09:29:28;46.082;14.488;3.79;346.564;gps;0.068;0;0;0;1".
"544;2022-09-09;09:29:29;46.082;14.488;3.79;346.812;gps;0.066;0;0;0;1".
"545;2022-09-09;09:29:30;46.082;14.488;3.79;346.762;gps;0.065;0;0;0;1".
"546;2022-09-09;09:29:31;46.082;14.489;3.79;347.038;gps;0.065;0;0;0;1".
"547;2022-09-09;09:29:32;46.082;14.489;3.79;347.127;gps;0.067;0;0;0;1".
"548;2022-09-09;09:29:33;46.082;14.489;3.79;347.34;gps;0.063;0;0;0;1".
"549;2022-09-09;09:29:34;46.082;14.49;3.79;347.58;gps;0.063;0;0;0;1".
"550;2022-09-09;09:29:35;46.082;14.49;3.79;344.055;gps;0.063;0;0;0;1".
"551;2022-09-09;09:29:36;46.082;14.49;3.79;345.214;gps;0.063;0;0;0;1".
"552;2022-09-09;09:29:37;46.083;14.491;3.79;344.874;gps;0.064;0;0;0;1".
"553;2022-09-09;09:29:38;46.083;14.491;3.79;345.345;gps;0.063;0;0;0;1".
"554;2022-09-09;09:29:39;46.083;14.491;3.79;344.993;gps;0.062;0;0;0;1".
"555;2022-09-09;09:29:40;46.083;14.492;3.79;342.814;gps;0.06;0;0;0;1".
"556;2022-09-09;09:29:41;46.083;14.492;3.79;343.303;gps;0.064;0;0;0;1".
"557;2022-09-09;09:29:42;46.083;14.492;3.79;343.491;gps;0.067;0;0;0;1".
"558;2022-09-09;09:29:43;46.083;14.493;3.79;344.409;gps;0.067;0;0;0;1".
"559;2022-09-09;09:29:44;46.083;14.493;3.79;344.8;gps;0.072;0;0;0;1".
"560;2022-09-09;09:29:45;46.083;14.493;3.79;345.391;gps;0.069;0;0;0;1".
"561;2022-09-09;09:29:46;46.083;14.494;3.79;345.6;gps;0.069;0;0;0;1".
"562;2022-09-09;09:29:47;46.083;14.494;3.79;345.94;gps;0.07;0;0;0;1".
"563;2022-09-09;09:29:48;46.084;14.494;3.79;346.146;gps;0.069;0;0;0;1".
"564;2022-09-09;09:29:49;46.084;14.495;3.79;345.961;gps;0.067;0;0;0;1".
"565;2022-09-09;09:29:50;46.084;14.495;3.79;346.054;gps;0.068;0;0;0;1".
"566;2022-09-09;09:29:51;46.084;14.495;3.79;346.284;gps;0.07;0;0;0;1".
"567;2022-09-09;09:29:52;46.084;14.496;3.79;346.457;gps;0.071;0;0;0;1".
"568;2022-09-09;09:29:53;46.084;14.496;3.79;346.914;gps;0.071;0;0;0;1".
"569;2022-09-09;09:29:54;46.084;14.496;3.79;346.927;gps;0.071;0;0;0;1".
"570;2022-09-09;09:29:55;46.084;14.497;3.79;347.343;gps;0.07;0;0;0;1".
"571;2022-09-09;09:29:56;46.084;14.497;3.79;347.364;gps;0.071;0;0;0;1".
"572;2022-09-09;09:29:57;46.084;14.498;3.79;347.084;gps;0.071;0;0;0;1".
"573;2022-09-09;09:29:58;46.084;14.498;3.79;346.691;gps;0.071;0;0;0;1".
"574;2022-09-09;09:29:59;46.084;14.498;3.79;346.366;gps;0.072;0;0;0;1".
"575;2022-09-09;09:30:00;46.084;14.499;3.79;346.398;gps;0.071;0;0;0;1".
"576;2022-09-09;09:30:01;46.084;14.499;3.79;346.286;gps;0.07;0;0;0;1".
"577;2022-09-09;09:30:02;46.084;14.499;3.79;345.914;gps;0.071;0;0;0;1".
"578;2022-09-09;09:30:03;46.084;14.5;3.79;345.732;gps;0.071;0;0;0;1".
"579;2022-09-09;09:30:04;46.084;14.5;3.79;345.561;gps;0.072;0;0;0;1".
"580;2022-09-09;09:30:05;46.084;14.5;3.79;345.156;gps;0.073;0;0;0;1".
"581;2022-09-09;09:30:06;46.084;14.501;3.79;345.324;gps;0.073;0;0;0;1".
"582;2022-09-09;09:30:07;46.084;14.501;3.79;345.492;gps;0.073;0;0;0;1".
"583;2022-09-09;09:30:08;46.084;14.502;3.79;345.099;gps;0.075;0;0;0;1".
"584;2022-09-09;09:30:09;46.084;14.502;3.79;344.513;gps;0.074;0;0;0;1".
"585;2022-09-09;09:30:10;46.084;14.502;3.79;344.695;gps;0.074;0;0;0;1".
"586;2022-09-09;09:30:11;46.084;14.503;3.79;344.507;gps;0.074;0;0;0;1".
"587;2022-09-09;09:30:12;46.084;14.503;3.79;344.072;gps;0.075;0;0;0;1".
"588;2022-09-09;09:30:13;46.084;14.503;3.79;343.977;gps;0.075;0;0;0;1".
"589;2022-09-09;09:30:14;46.084;14.504;3.79;343.85;gps;0.076;0;0;0;1".
"590;2022-09-09;09:30:15;46.084;14.504;3.79;343.706;gps;0.077;0;0;0;1".
