;"""N";Date;Time;N [Decimal degrees];E [Decimal degrees];GPS uncertainty [m];h [m];Location provider;D [μSv/h];Standard deviation;Standard error of the mean value;CF;"Number of measured points""."
42093;"""1423";2021-06-29;12:39:31;46.163;15.211;3.79;287.671;gps;0.07;0;0;0;"1""."
33558;"""19559";2021-09-08;18:48:59;45.848;15.148;3.79;350.485;gps;0.07;0;0;0;"1""."
33688;"""19689";2021-09-08;18:53:14;45.888;15.066;3.79;331.565;gps;0.07;0;0;0;"1""."
34549;"""20550";2021-09-08;19:21:23;46.04;14.475;3.79;344.922;gps;0.07;0;0;0;"1""."
33477;"""19478";2021-09-08;18:46:18;45.835;15.207;3.79;226.187;gps;0.07;0;0;0;"1""."
39805;"""2333";2021-06-30;12:53:00;46.637;16.348;3.79;219.408;gps;0.07;0;0;0;"1""."
4181;"""4182";2021-09-06;10:45:05;45.922;14.942;3.79;341.828;gps;0.07;0;0;0;"1""."
4180;"""4181";2021-09-06;10:45:03;45.922;14.941;3.79;345.213;gps;0.07;0;0;0;"1""."
4166;"""4167";2021-09-06;10:44:35;45.926;14.931;3.79;369.809;gps;0.07;0;0;0;"1""."
4148;"""4149";2021-09-06;10:44:00;45.93;14.918;3.79;389.527;gps;0.07;0;0;0;"1""."
4130;"""4131";2021-09-06;10:43:24;45.925;14.905;3.79;370.434;gps;0.07;0;0;0;"1""."
4129;"""4130";2021-09-06;10:43:22;45.925;14.904;3.79;367.895;gps;0.07;0;0;0;"1""."
4111;"""4112";2021-09-06;10:42:47;45.924;14.89;3.79;350.007;gps;0.07;0;0;0;"1""."
4110;"""4111";2021-09-06;10:42:46;45.924;14.889;3.79;349.895;gps;0.07;0;0;0;"1""."
4079;"""4080";2021-09-06;10:41:43;45.926;14.863;3.79;347.717;gps;0.07;0;0;0;"1""."
4194;"""4195";2021-09-06;10:45:31;45.919;14.952;3.79;333.152;gps;0.07;0;0;0;"1""."
4196;"""4197";2021-09-06;10:45:35;45.918;14.953;3.79;333.12;gps;0.07;0;0;0;"1""."
4306;"""4307";2021-09-06;10:49:13;45.899;15.032;3.968;353.035;gps;0.07;0;0;0;"1""."
47650;"""1803";2021-09-23;06:28:49;46.258;15.018;9.935;366.929;gps;0.07;0;0;0;"1""."
47649;"""1802";2021-09-23;06:28:47;46.258;15.017;9.935;368.553;gps;0.07;0;0;0;"1""."
4305;"""4306";2021-09-06;10:49:11;45.899;15.031;3.79;354.461;gps;0.07;0;0;0;"1""."
47632;"""1785";2021-09-23;06:28:13;46.258;15.003;9.996;403.329;gps;0.07;0;0;0;"1""."
4302;"""4303";2021-09-06;10:49:05;45.899;15.029;4.208;357.294;gps;0.07;0;0;0;"1""."
47569;"""1722";2021-09-23;06:26:10;46.244;14.964;6.698;385.686;gps;0.07;0;0;0;"1""."
47476;"""1629";2021-09-23;06:23:09;46.218;14.932;4.457;460.259;gps;0.07;0;0;0;"1""."
4231;"""4232";2021-09-06;10:46:44;45.907;14.975;3.79;343.92;gps;0.07;0;0;0;"1""."
4067;"""4068";2021-09-06;10:41:19;45.928;14.854;3.79;348.788;gps;0.07;0;0;0;"1""."
57223;"""4274";2022-05-28;19:24:40;46.072;14.578;3.79;319.536;gps;0.07;0;0;0;"1""."
57199;"""4250";2022-05-28;19:24:16;46.077;14.581;3.79;319.254;gps;0.07;0;0;0;"1""."
57228;"""4279";2022-05-28;19:24:45;46.071;14.578;3.79;318.991;gps;0.07;0;0;0;"1""."
4003;"""4004";2021-09-06;10:39:14;45.935;14.806;3.79;371.063;gps;0.07;0;0;0;"1""."
47242;"""1395";2021-09-23;06:15:27;46.183;14.835;9.935;549.622;gps;0.07;0;0;0;"1""."
47228;"""1381";2021-09-23;06:14:59;46.178;14.828;9.935;532.067;gps;0.07;0;0;0;"1""."
47227;"""1380";2021-09-23;06:14:57;46.177;14.828;9.935;528.972;gps;0.07;0;0;0;"1""."
47222;"""1375";2021-09-23;06:14:47;46.176;14.825;9.935;519.397;gps;0.07;0;0;0;"1""."
47132;"""1285";2021-09-23;06:11:52;46.164;14.758;9.935;411.751;gps;0.07;0;0;0;"1""."
47658;"""1811";2021-09-23;06:29:05;46.258;15.024;9.935;357.549;gps;0.07;0;0;0;"1""."
4318;"""4319";2021-09-06;10:49:33;45.899;15.041;3.79;343.517;gps;0.07;0;0;0;"1""."
4589;"""4590";2021-09-06;10:58:27;45.836;15.209;9.973;243.75;gps;0.07;0;0;0;"1""."
47933;"""2086";2021-09-23;06:38:03;46.255;15.247;9.935;306.595;gps;0.07;0;0;0;"1""."
47909;"""2062";2021-09-23;06:37:16;46.26;15.227;9.935;301.03;gps;0.07;0;0;0;"1""."
4567;"""4568";2021-09-06;10:57:44;45.828;15.195;9.935;234.604;gps;0.07;0;0;0;"1""."
4560;"""4561";2021-09-06;10:57:30;45.827;15.189;9.935;237.416;gps;0.07;0;0;0;"1""."
4606;"""4607";2021-09-06;10:59:01;45.843;15.22;9.935;246.132;gps;0.07;0;0;0;"1""."
48054;"""2207";2021-09-23;06:42:02;46.255;15.35;9.935;303.036;gps;0.07;0;0;0;"1""."
4668;"""4669";2021-09-06;11:01:03;45.863;15.264;3.79;202.185;gps;0.07;0;0;0;"1""."
4650;"""4651";2021-09-06;11:00:28;45.856;15.252;3.79;210.65;gps;0.07;0;0;0;"1""."
47967;"""2120";2021-09-23;06:39:11;46.254;15.275;3.79;291.986;gps;0.07;0;0;0;"1""."
47966;"""2119";2021-09-23;06:39:09;46.254;15.274;3.79;291.492;gps;0.07;0;0;0;"1""."
4648;"""4649";2021-09-06;11:00:24;45.855;15.251;3.79;211.917;gps;0.07;0;0;0;"1""."
4619;"""4620";2021-09-06;10:59:26;45.846;15.229;3.79;244.821;gps;0.07;0;0;0;"1""."
47954;"""2107";2021-09-23;06:38:45;46.254;15.265;3.79;295.505;gps;0.07;0;0;0;"1""."
4455;"""4456";2021-09-06;10:54:02;45.864;15.132;3.79;286.302;gps;0.07;0;0;0;"1""."
4451;"""4452";2021-09-06;10:53:54;45.864;15.129;3.79;283.849;gps;0.07;0;0;0;"1""."
47799;"""1952";2021-09-23;06:33:41;46.271;15.137;9.935;315.043;gps;0.07;0;0;0;"1""."
47764;"""1917";2021-09-23;06:32:34;46.266;15.111;10.378;322.965;gps;0.07;0;0;0;"1""."
12297;"""12298";2021-09-06;15:20:10;45.95;15.524;3.79;282.455;gps;0.07;0;0;0;"1""."
47720;"""1873";2021-09-23;06:31:07;46.259;15.077;3.79;321.95;gps;0.07;0;0;0;"1""."
4366;"""4367";2021-09-06;10:51:08;45.886;15.071;3.79;322.779;gps;0.07;0;0;0;"1""."
12352;"""12353";2021-09-06;15:21:59;45.953;15.515;6.656;360.956;gps;0.07;0;0;0;"1""."
4350;"""4351";2021-09-06;10:50:37;45.891;15.061;3.79;307.601;gps;0.07;0;0;0;"1""."
4347;"""4348";2021-09-06;10:50:31;45.892;15.059;3.796;308.913;gps;0.07;0;0;0;"1""."
4309;"""4310";2021-09-06;10:49:17;45.899;15.034;3.952;349.156;gps;0.07;0;0;0;"1""."
4387;"""4388";2021-09-06;10:51:48;45.878;15.083;10.746;339.464;gps;0.07;0;0;0;"1""."
4446;"""4447";2021-09-06;10:53:44;45.866;15.125;5.447;290.515;gps;0.07;0;0;0;"1""."
4437;"""4438";2021-09-06;10:53:26;45.868;15.119;3.79;292.165;gps;0.07;0;0;0;"1""."
4436;"""4437";2021-09-06;10:53:24;45.868;15.118;3.79;293.186;gps;0.07;0;0;0;"1""."
47853;"""2006";2021-09-23;06:35:28;46.269;15.184;9.935;311.1;gps;0.07;0;0;0;"1""."
47847;"""2000";2021-09-23;06:35:16;46.269;15.179;9.935;311.529;gps;0.07;0;0;0;"1""."
47842;"""1995";2021-09-23;06:35:06;46.269;15.175;9.935;315.466;gps;0.07;0;0;0;"1""."
4410;"""4411";2021-09-06;10:52:34;45.873;15.1;3.79;328.005;gps;0.07;0;0;0;"1""."
47831;"""1984";2021-09-23;06:34:44;46.27;15.165;9.935;319.287;gps;0.07;0;0;0;"1""."
47830;"""1983";2021-09-23;06:34:42;46.27;15.164;9.935;318.322;gps;0.07;0;0;0;"1""."
12240;"""12241";2021-09-06;15:18:19;45.949;15.518;3.79;234.923;gps;0.07;0;0;0;"1""."
12257;"""12258";2021-09-06;15:18:53;45.949;15.522;3.79;237.639;gps;0.07;0;0;0;"1""."
46754;"""907";2021-09-23;05:59:36;46.165;14.69;3.79;373.658;gps;0.07;0;0;0;"1""."
56974;"""4025";2022-05-28;19:20:30;46.132;14.611;3.79;343.57;gps;0.07;0;0;0;"1""."
46730;"""883";2021-09-23;05:58:48;46.159;14.678;3.79;367.045;gps;0.07;0;0;0;"1""."
46721;"""874";2021-09-23;05:58:30;46.156;14.672;3.79;366.239;gps;0.07;0;0;0;"1""."
3474;"""3475";2021-09-06;10:21:57;46.021;14.514;9.935;332.841;gps;0.07;0;0;0;"1""."
56989;"""4040";2022-05-28;19:20:45;46.129;14.607;3.79;346.342;gps;0.07;0;0;0;"1""."
56955;"""4006";2022-05-28;19:20:11;46.135;14.617;3.79;344.521;gps;0.07;0;0;0;"1""."
46634;"""787";2021-09-23;05:55:38;46.134;14.615;3.79;337.945;gps;0.07;0;0;0;"1""."
14651;"""652";2021-09-08;08:30:05;45.943;15.521;3.79;195.483;gps;0.07;0;0;0;"1""."
56805;"""3856";2022-05-28;19:17:41;46.155;14.666;3.79;365.831;gps;0.07;0;0;0;"1""."
46654;"""807";2021-09-23;05:56:18;46.14;14.627;3.79;353.455;gps;0.07;0;0;0;"1""."
14558;"""559";2021-09-08;08:27:02;45.944;15.494;3.79;208.581;gps;0.07;0;0;0;"1""."
46646;"""799";2021-09-23;05:56:02;46.137;14.622;3.79;349.559;gps;0.07;0;0;0;"1""."
47085;"""1238";2021-09-23;06:10:21;46.17;14.721;9.935;385.563;gps;0.07;0;0;0;"1""."
47083;"""1236";2021-09-23;06:10:17;46.17;14.72;9.935;385.767;gps;0.07;0;0;0;"1""."
3707;"""3708";2021-09-06;10:29:33;45.97;14.641;3.79;389.365;gps;0.07;0;0;0;"1""."
3693;"""3694";2021-09-06;10:29:06;45.971;14.632;3.79;387.087;gps;0.07;0;0;0;"1""."
3690;"""3691";2021-09-06;10:29:00;45.972;14.63;3.79;387.307;gps;0.07;0;0;0;"1""."
47050;"""1203";2021-09-23;06:09:11;46.17;14.698;3.79;383.782;gps;0.07;0;0;0;"1""."
47088;"""1241";2021-09-23;06:10:25;46.17;14.723;9.935;385.762;gps;0.07;0;0;0;"1""."
3738;"""3739";2021-09-06;10:30:34;45.969;14.662;3.79;396.501;gps;0.07;0;0;0;"1""."
47117;"""1270";2021-09-23;06:11:22;46.164;14.745;9.935;407.401;gps;0.07;0;0;0;"1""."
3794;"""3795";2021-09-06;10:32:25;45.967;14.689;3.79;408.218;gps;0.07;0;0;0;"1""."
3791;"""3792";2021-09-06;10:32:19;45.968;14.688;3.79;401.078;gps;0.07;0;0;0;"1""."
47106;"""1259";2021-09-23;06:11:01;46.168;14.738;9.935;396.132;gps;0.07;0;0;0;"1""."
47105;"""1258";2021-09-23;06:10:59;46.169;14.737;9.935;395.822;gps;0.07;0;0;0;"1""."
47049;"""1202";2021-09-23;06:09:09;46.17;14.697;3.79;382.807;gps;0.07;0;0;0;"1""."
3685;"""3686";2021-09-06;10:28:50;45.973;14.627;3.79;386.329;gps;0.07;0;0;0;"1""."
47048;"""1201";2021-09-23;06:09:07;46.169;14.697;3.79;382.531;gps;0.07;0;0;0;"1""."
3557;"""3558";2021-09-06;10:24:41;46.01;14.565;9.935;368.579;gps;0.07;0;0;0;"1""."
3664;"""3665";2021-09-06;10:28:12;45.977;14.615;3.79;393.183;gps;0.07;0;0;0;"1""."
3663;"""3664";2021-09-06;10:28:10;45.977;14.614;3.79;392.271;gps;0.07;0;0;0;"1""."
3648;"""3649";2021-09-06;10:27:41;45.979;14.605;3.834;392.982;gps;0.07;0;0;0;"1""."
3609;"""3610";2021-09-06;10:26:23;45.993;14.591;3.79;378.907;gps;0.07;0;0;0;"1""."
3604;"""3605";2021-09-06;10:26:13;45.995;14.589;3.79;378.381;gps;0.07;0;0;0;"1""."
8637;"""8638";2021-09-06;13:11:34;45.915;15.542;3.79;195.534;gps;0.07;0;0;0;"1""."
8605;"""8606";2021-09-06;13:10:35;45.918;15.543;10.401;189.32;gps;0.07;0;0;0;"1""."
8596;"""8597";2021-09-06;13:10:17;45.919;15.543;9.935;190.214;gps;0.07;0;0;0;"1""."
49092;"""3245";2021-09-23;07:16:02;46.518;15.678;3.79;317.038;gps;0.07;0;0;0;"1""."
8699;"""8700";2021-09-06;13:13:38;45.907;15.545;3.79;196.556;gps;0.07;0;0;0;"1""."
8675;"""8676";2021-09-06;13:12:50;45.91;15.543;9.935;200.559;gps;0.07;0;0;0;"1""."
48907;"""3060";2021-09-23;07:10:00;46.422;15.629;3.79;322.373;gps;0.07;0;0;0;"1""."
48897;"""3050";2021-09-23;07:09:41;46.418;15.626;3.79;326.347;gps;0.07;0;0;0;"1""."
48886;"""3039";2021-09-23;07:09:19;46.413;15.621;10.103;331.654;gps;0.07;0;0;0;"1""."
8521;"""8522";2021-09-06;13:07:47;45.922;15.543;9.935;199.714;gps;0.07;0;0;0;"1""."
48942;"""3095";2021-09-23;07:11:09;46.441;15.644;3.79;320.573;gps;0.07;0;0;0;"1""."
49413;"""3566";2021-09-23;07:26:32;46.576;15.808;3.79;316.182;gps;0.07;0;0;0;"1""."
49410;"""3563";2021-09-23;07:26:26;46.577;15.807;3.79;316.829;gps;0.07;0;0;0;"1""."
49415;"""3568";2021-09-23;07:26:36;46.576;15.809;3.79;315.885;gps;0.07;0;0;0;"1""."
10372;"""10373";2021-09-06;14:15:59;45.915;15.595;3.79;205.089;gps;0.07;0;0;0;"1""."
10499;"""10500";2021-09-06;14:20:07;45.931;15.579;3.79;197.267;gps;0.07;0;0;0;"1""."
49364;"""3517";2021-09-23;07:24:56;46.571;15.775;3.79;315.061;gps;0.07;0;0;0;"1""."
49361;"""3514";2021-09-23;07:24:50;46.57;15.773;3.79;315.938;gps;0.07;0;0;0;"1""."
10391;"""10392";2021-09-06;14:16:37;45.919;15.593;3.79;202.348;gps;0.07;0;0;0;"1""."
57431;"""4482";2022-05-28;19:28:14;46.023;14.564;3.79;376.393;gps;0.07;0;0;0;"1""."
9921;"""9922";2021-09-06;13:53:34;45.897;15.607;3.79;191.411;gps;0.07;0;0;0;"1""."
9952;"""9953";2021-09-06;13:54:34;45.9;15.606;3.79;192.832;gps;0.07;0;0;0;"1""."
9962;"""9963";2021-09-06;13:54:54;45.9;15.607;3.79;189.543;gps;0.07;0;0;0;"1""."
57430;"""4481";2022-05-28;19:28:13;46.023;14.565;3.79;376.394;gps;0.07;0;0;0;"1""."
10109;"""10110";2021-09-06;13:59:47;45.897;15.627;3.79;188.291;gps;0.07;0;0;0;"1""."
10238;"""10239";2021-09-06;14:11:34;45.903;15.618;3.804;185.223;gps;0.07;0;0;0;"1""."
49360;"""3513";2021-09-23;07:24:48;46.57;15.772;3.79;316.938;gps;0.07;0;0;0;"1""."
10563;"""10564";2021-09-06;14:22:14;45.937;15.566;3.79;199.401;gps;0.07;0;0;0;"1""."
49887;"""4040";2021-09-23;07:42:08;46.603;15.89;3.79;291.611;gps;0.07;0;0;0;"1""."
49895;"""4048";2021-09-23;07:42:22;46.605;15.891;3.79;291.012;gps;0.07;0;0;0;"1""."
49190;"""3343";2021-09-23;07:19:15;46.563;15.686;3.79;322.325;gps;0.07;0;0;0;"1""."
10570;"""10571";2021-09-06;14:22:28;45.937;15.565;3.79;196.314;gps;0.07;0;0;0;"1""."
49292;"""3445";2021-09-23;07:22:34;46.583;15.727;3.79;296.376;gps;0.07;0;0;0;"1""."
49288;"""3441";2021-09-23;07:22:26;46.584;15.724;3.79;295.231;gps;0.07;0;0;0;"1""."
49285;"""3438";2021-09-23;07:22:20;46.585;15.722;3.79;295.754;gps;0.07;0;0;0;"1""."
49870;"""4023";2021-09-23;07:41:34;46.599;15.883;3.79;312.705;gps;0.07;0;0;0;"1""."
49215;"""3368";2021-09-23;07:20:03;46.575;15.689;3.79;335.847;gps;0.07;0;0;0;"1""."
7333;"""7334";2021-09-06;12:28:00;45.948;15.493;9.935;207.321;gps;0.07;0;0;0;"1""."
5011;"""5012";2021-09-06;11:12:19;45.909;15.402;3.79;206.45;gps;0.07;0;0;0;"1""."
4871;"""4872";2021-09-06;11:07:41;45.908;15.4;3.79;199.963;gps;0.07;0;0;0;"1""."
4763;"""4764";2021-09-06;11:04:11;45.897;15.323;9.935;206.958;gps;0.07;0;0;0;"1""."
4735;"""4736";2021-09-06;11:03:15;45.884;15.308;3.79;198.758;gps;0.07;0;0;0;"1""."
4734;"""4735";2021-09-06;11:03:13;45.883;15.308;3.79;198.098;gps;0.07;0;0;0;"1""."
4725;"""4726";2021-09-06;11:02:55;45.878;15.306;3.79;198.77;gps;0.07;0;0;0;"1""."
4723;"""4724";2021-09-06;11:02:51;45.877;15.305;3.79;198.53;gps;0.07;0;0;0;"1""."
48127;"""2280";2021-09-23;06:44:25;46.268;15.405;9.935;336.574;gps;0.07;0;0;0;"1""."
4714;"""4715";2021-09-06;11:02:34;45.872;15.301;3.79;198.837;gps;0.07;0;0;0;"1""."
4712;"""4713";2021-09-06;11:02:31;45.872;15.3;3.79;199.338;gps;0.07;0;0;0;"1""."
4711;"""4712";2021-09-06;11:02:29;45.872;15.299;9.935;198.354;gps;0.07;0;0;0;"1""."
4706;"""4707";2021-09-06;11:02:19;45.871;15.295;9.935;198.34;gps;0.07;0;0;0;"1""."
5041;"""5042";2021-09-06;11:13:20;45.913;15.42;3.79;210.512;gps;0.07;0;0;0;"1""."
6971;"""6972";2021-09-06;12:16:10;45.954;15.486;9.935;202.413;gps;0.07;0;0;0;"1""."
48293;"""2446";2021-09-23;06:49:52;46.335;15.473;9.935;344.067;gps;0.07;0;0;0;"1""."
48231;"""2384";2021-09-23;06:47:49;46.308;15.452;3.79;418.019;gps;0.07;0;0;0;"1""."
5103;"""5104";2021-09-06;11:15:22;45.912;15.466;3.79;208.969;gps;0.07;0;0;0;"1""."
11260;"""11261";2021-09-06;14:46:14;45.927;15.54;3.79;200.447;gps;0.07;0;0;0;"1""."
11265;"""11266";2021-09-06;14:46:24;45.927;15.539;3.79;199.744;gps;0.07;0;0;0;"1""."
48797;"""2950";2021-09-23;07:06:23;46.38;15.565;3.79;322.33;gps;0.07;0;0;0;"1""."
48772;"""2925";2021-09-23;07:05:34;46.374;15.545;3.79;328.894;gps;0.07;0;0;0;"1""."
48830;"""2983";2021-09-23;07:07:28;46.39;15.59;3.79;322.24;gps;0.07;0;0;0;"1""."
4699;"""4700";2021-09-06;11:02:05;45.87;15.289;3.79;199.628;gps;0.07;0;0;0;"1""."
48747;"""2900";2021-09-23;07:04:44;46.368;15.525;3.79;372.545;gps;0.07;0;0;0;"1""."
48764;"""2917";2021-09-23;07:05:18;46.372;15.538;3.79;339.311;gps;0.07;0;0;0;"1""."
48741;"""2894";2021-09-23;07:04:32;46.367;15.521;3.79;373.686;gps;0.07;0;0;0;"1""."
56695;"""3746";2022-05-28;19:15:51;46.171;14.702;3.79;385.899;gps;0.07;0;0;0;"1""."
54656;"""1707";2022-05-28;18:36:59;46.326;15.464;3.79;347.673;gps;0.07;0;0;0;"1""."
44632;"""2491";2022-06-06;10:57:07;45.84;15.215;3.79;249.015;gps;0.07;0;0;0;"1""."
44638;"""2497";2022-06-06;10:57:13;45.841;15.217;3.79;254.159;gps;0.07;0;0;0;"1""."
54753;"""1804";2022-05-28;18:39:06;46.3;15.444;3.79;426.103;gps;0.07;0;0;0;"1""."
54185;"""1236";2022-05-28;18:29:08;46.406;15.614;9.935;330.569;gps;0.07;0;0;0;"1""."
54476;"""1527";2022-05-28;18:33:59;46.364;15.513;9.935;378.375;gps;0.07;0;0;0;"1""."
54418;"""1469";2022-05-28;18:33:01;46.371;15.534;9.935;342.463;gps;0.07;0;0;0;"1""."
43858;"""1717";2022-06-06;10:43:51;45.913;14.958;3.79;358.528;gps;0.07;0;0;0;"1""."
55346;"""2397";2022-05-28;18:49:27;46.262;15.223;3.79;298.225;gps;0.07;0;0;0;"1""."
55539;"""2590";2022-05-28;18:52:40;46.27;15.148;3.79;312.072;gps;0.07;0;0;0;"1""."
55101;"""2152";2022-05-28;18:45:21;46.254;15.326;3.79;297.103;gps;0.07;0;0;0;"1""."
55106;"""2157";2022-05-28;18:45:26;46.255;15.324;3.79;297.812;gps;0.07;0;0;0;"1""."
44836;"""2695";2022-06-06;11:00:31;45.869;15.285;3.79;210.219;gps;0.07;0;0;0;"1""."
55286;"""2337";2022-05-28;18:48:26;46.256;15.247;3.79;300.805;gps;0.07;0;0;0;"1""."
53669;"""720";2022-05-28;18:20:31;46.461;15.703;3.79;306.564;gps;0.07;0;0;0;"1""."
53643;"""694";2022-05-28;18:20:05;46.459;15.714;3.79;301.621;gps;0.07;0;0;0;"1""."
53602;"""653";2022-05-28;18:19:24;46.458;15.732;3.79;296.648;gps;0.07;0;0;0;"1""."
53750;"""801";2022-05-28;18:21:52;46.474;15.676;9.935;308.197;gps;0.07;0;0;0;"1""."
53334;"""385";2022-05-28;18:14:56;46.413;15.811;3.79;282.048;gps;0.07;0;0;0;"1""."
53153;"""204";2022-05-28;18:11:29;46.414;15.841;3.79;276.645;gps;0.07;0;0;0;"1""."
53287;"""338";2022-05-28;18:13:51;46.413;15.818;3.79;282.185;gps;0.07;0;0;0;"1""."
53188;"""239";2022-05-28;18:12:04;46.413;15.835;4.04;268.448;gps;0.07;0;0;0;"1""."
53201;"""252";2022-05-28;18:12:17;46.413;15.833;9.935;270.762;gps;0.07;0;0;0;"1""."
53451;"""502";2022-05-28;18:16:53;46.438;15.785;3.79;286.224;gps;0.07;0;0;0;"1""."
53767;"""818";2022-05-28;18:22:09;46.477;15.671;9.935;310.941;gps;0.07;0;0;0;"1""."
53790;"""841";2022-05-28;18:22:32;46.479;15.664;3.79;325.994;gps;0.07;0;0;0;"1""."
53877;"""928";2022-05-28;18:23:59;46.479;15.657;3.79;313.896;gps;0.07;0;0;0;"1""."
53919;"""970";2022-05-28;18:24:41;46.469;15.658;9.935;318.183;gps;0.07;0;0;0;"1""."
46296;"""449";2021-09-23;05:44:34;46.023;14.509;3.79;335.439;gps;0.07;0;0;0;"1""."
46313;"""466";2021-09-23;05:45:07;46.019;14.519;3.79;333.943;gps;0.07;0;0;0;"1""."
46335;"""488";2021-09-23;05:45:51;46.015;14.534;3.79;337.154;gps;0.07;0;0;0;"1""."
56591;"""3642";2022-05-28;19:14:05;46.167;14.74;3.79;405.884;gps;0.07;0;0;0;"1""."
46338;"""491";2021-09-23;05:45:57;46.015;14.536;3.79;335.852;gps;0.07;0;0;0;"1""."
46452;"""605";2021-09-23;05:49:42;46.047;14.576;3.79;320.392;gps;0.07;0;0;0;"1""."
56692;"""3743";2022-05-28;19:15:48;46.172;14.703;3.79;386.133;gps;0.07;0;0;0;"1""."
46528;"""681";2021-09-23;05:52:09;46.083;14.583;3.79;329.986;gps;0.07;0;0;0;"1""."
46444;"""597";2021-09-23;05:49:26;46.044;14.577;3.79;320.187;gps;0.07;0;0;0;"1""."
55863;"""2914";2022-05-28;18:58:04;46.258;15.014;3.79;375.151;gps;0.07;0;0;0;"1""."
56114;"""3165";2022-05-28;19:02:46;46.218;14.938;3.79;450.496;gps;0.07;0;0;0;"1""."
59948;"""1002";2021-12-21;09:57:34;46.045;14.476;13.79;331.719;gps;0.07;0;0;0;"1""."
55938;"""2989";2022-05-28;18:59:19;46.256;14.982;3.79;391.411;gps;0.07;0;0;0;"1""."
55964;"""3015";2022-05-28;18:59:46;46.252;14.973;3.79;379.467;gps;0.07;0;0;0;"1""."
56165;"""3216";2022-05-28;19:03:37;46.218;14.92;3.79;486.778;gps;0.07;0;0;0;"1""."
55983;"""3034";2022-05-28;19:00:05;46.247;14.968;3.79;377.54;gps;0.07;0;0;0;"1""."
56123;"""3174";2022-05-28;19:02:55;46.218;14.935;3.79;457.673;gps;0.07;0;0;0;"1""."
55985;"""3036";2022-05-28;19:00:07;46.247;14.967;3.79;378.288;gps;0.07;0;0;0;"1""."
55523;"""2574";2022-05-28;18:52:24;46.27;15.155;3.79;319.785;gps;0.071;0;0;0;"1""."
12122;"""12123";2021-09-06;15:14:26;45.95;15.505;3.79;199.309;gps;0.071;0;0;0;"1""."
56954;"""4005";2022-05-28;19:20:10;46.136;14.617;3.79;345.26;gps;0.071;0;0;0;"1""."
55847;"""2898";2022-05-28;18:57:48;46.258;15.021;3.79;360.772;gps;0.071;0;0;0;"1""."
53766;"""817";2022-05-28;18:22:08;46.476;15.672;9.935;311.338;gps;0.071;0;0;0;"1""."
56983;"""4034";2022-05-28;19:20:39;46.131;14.608;3.79;344.457;gps;0.071;0;0;0;"1""."
56986;"""4037";2022-05-28;19:20:42;46.13;14.608;3.79;344.212;gps;0.071;0;0;0;"1""."
53801;"""852";2022-05-28;18:22:43;46.48;15.662;3.79;324.543;gps;0.071;0;0;0;"1""."
53862;"""913";2022-05-28;18:23:44;46.482;15.658;4.213;307.025;gps;0.071;0;0;0;"1""."
14374;"""375";2021-09-08;08:21:06;45.912;15.47;3.79;204.977;gps;0.071;0;0;0;"1""."
56655;"""3706";2022-05-28;19:15:10;46.171;14.717;3.79;390.903;gps;0.071;0;0;0;"1""."
56639;"""3690";2022-05-28;19:14:53;46.171;14.724;3.79;393.09;gps;0.071;0;0;0;"1""."
55850;"""2901";2022-05-28;18:57:51;46.258;15.02;3.79;363.952;gps;0.071;0;0;0;"1""."
14377;"""378";2021-09-08;08:21:11;45.913;15.47;3.79;202.883;gps;0.071;0;0;0;"1""."
53630;"""681";2022-05-28;18:19:52;46.458;15.719;3.79;300.187;gps;0.071;0;0;0;"1""."
53281;"""332";2022-05-28;18:13:45;46.413;15.819;3.79;281.395;gps;0.071;0;0;0;"1""."
12567;"""12568";2021-09-06;15:28:35;45.909;15.394;2700;0;network;0.071;0;0;0;"1""."
9975;"""9976";2021-09-06;13:55:20;45.901;15.611;3.79;193.822;gps;0.071;0;0;0;"1""."
56693;"""3744";2022-05-28;19:15:49;46.172;14.702;3.79;386.185;gps;0.071;0;0;0;"1""."
12358;"""12359";2021-09-06;15:22:11;45.952;15.515;3.79;369.858;gps;0.071;0;0;0;"1""."
56662;"""3713";2022-05-28;19:15:17;46.171;14.714;3.79;388.554;gps;0.071;0;0;0;"1""."
53628;"""679";2022-05-28;18:19:50;46.458;15.72;3.79;299.718;gps;0.071;0;0;0;"1""."
10685;"""10686";2021-09-06;14:26:15;45.938;15.557;3.79;193.625;gps;0.071;0;0;0;"1""."
56900;"""3951";2022-05-28;19:19:16;46.144;14.634;3.79;356.844;gps;0.071;0;0;0;"1""."
53636;"""687";2022-05-28;18:19:58;46.458;15.717;3.79;300.005;gps;0.071;0;0;0;"1""."
53640;"""691";2022-05-28;18:20:02;46.459;15.715;3.79;300.972;gps;0.071;0;0;0;"1""."
55534;"""2585";2022-05-28;18:52:35;46.27;15.15;3.79;314.082;gps;0.071;0;0;0;"1""."
56915;"""3966";2022-05-28;19:19:31;46.142;14.63;3.79;355.788;gps;0.071;0;0;0;"1""."
53453;"""504";2022-05-28;18:16:55;46.439;15.785;3.79;286.559;gps;0.071;0;0;0;"1""."
53477;"""528";2022-05-28;18:17:19;46.444;15.778;3.79;291.432;gps;0.071;0;0;0;"1""."
10595;"""10596";2021-09-06;14:23:18;45.939;15.559;9.935;190.479;gps;0.071;0;0;0;"1""."
10678;"""10679";2021-09-06;14:26:01;45.939;15.555;3.79;195.786;gps;0.071;0;0;0;"1""."
